City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Atherton,GB,53.5237,-2.4935,47.28,89,88,11.01,overcast clouds
337,Latung,PH,5.5,120.8833,81.1,78,82,4.05,broken clouds
338,Poshekhonye,RU,58.4993,39.1353,20.3,95,93,8.01,overcast clouds
339,Eregli,TR,37.5133,34.0467,28.4,88,95,1.28,overcast clouds
340,Kasama,ZM,-10.2129,31.1808,59.92,98,70,1.39,broken clouds
341,Nanakuli,US,21.3906,-158.1547,80.55,57,0,8.05,clear sky
342,Oyama,JP,36.3,139.8,44.82,38,0,2.84,clear sky
343,Airai,TL,-8.9266,125.4092,67.42,70,78,5.57,broken clouds
344,Russell,US,32.3502,-85.1999,56.8,56,0,0.0,clear sky
345,La Palma,US,33.8464,-118.0467,69.42,67,75,3.0,broken clouds
346,Bamako,ML,12.65,-8.0,77.41,18,0,10.36,clear sky
347,West Lafayette,US,40.4259,-86.9081,35.98,65,0,8.05,clear sky
348,Yining,CN,29.0361,114.5636,38.88,98,100,2.8,moderate rain
349,Havre-Saint-Pierre,CA,50.2334,-63.5986,10.04,76,96,12.73,overcast clouds
350,Itarema,BR,-2.9248,-39.9167,79.12,77,14,12.21,few clouds
351,Hay River,CA,60.8156,-115.7999,-4.18,93,98,9.57,overcast clouds
352,San Cristobal,VE,7.7669,-72.225,73.58,81,66,2.42,broken clouds
353,Saint-Augustin,CA,51.226,-58.6502,3.11,96,95,6.35,overcast clouds
354,Manggar,ID,-2.8833,108.2667,79.79,80,100,6.26,overcast clouds
355,Paragould,US,36.0584,-90.4973,55.24,57,68,6.69,broken clouds
356,Sarab,IR,38.6066,44.9883,18.72,78,99,5.14,overcast clouds
357,Asfi,MA,32.2994,-9.2372,61.86,57,0,14.45,clear sky
358,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,18.37,moderate rain
359,Calama,CL,-22.4667,-68.9333,60.15,41,1,12.08,clear sky
360,Roebourne,AU,-20.7833,117.1333,86.63,66,82,3.94,light rain
361,Nikolskoye,RU,59.7035,30.7861,24.69,96,100,5.08,snow
362,Dingle,PH,10.9995,122.6711,77.63,86,99,9.71,overcast clouds
363,Chabahar,IR,25.2919,60.643,71.38,71,0,5.35,clear sky
364,Abu Kamal,SY,34.4506,40.9171,46.78,77,100,10.96,overcast clouds
365,Alyangula,AU,-13.8483,136.4192,83.25,70,97,16.62,overcast clouds
366,Labuhan,ID,-6.8844,112.2051,79.07,84,100,5.99,overcast clouds
367,Asau,RO,46.4333,26.4,32.95,70,100,3.98,overcast clouds
368,Itoman,JP,26.1247,127.6694,63.37,67,75,8.05,broken clouds
369,Turukhansk,RU,65.8167,87.9833,9.64,94,100,11.86,overcast clouds
370,Saskylakh,RU,71.9167,114.0833,-28.8,100,80,2.24,broken clouds
371,Lavrentiya,RU,65.5833,-171.0,-1.46,84,38,11.07,scattered clouds
372,Domoni,KM,-12.2569,44.5319,79.59,84,95,5.32,overcast clouds
373,Linhares,BR,-19.3911,-40.0722,78.67,81,98,4.12,overcast clouds
374,Grand-Santi,GF,4.25,-54.3833,72.01,99,90,2.48,overcast clouds
375,Mogadishu,SO,2.0371,45.3438,77.2,83,70,15.21,broken clouds
376,Tumut,AU,-35.3,148.2167,81.21,49,100,3.47,overcast clouds
377,Tsumeb,NA,-19.2333,17.7167,67.55,82,100,11.79,overcast clouds
378,Nha Trang,VN,12.25,109.1833,75.2,90,35,3.87,scattered clouds
379,Markala,ML,13.7021,-6.0659,74.66,16,32,9.82,scattered clouds
380,Husavik,IS,66.0449,-17.3389,21.81,92,100,14.81,snow
381,Dickinson,US,29.4608,-95.0513,59.99,93,100,1.01,heavy intensity rain
382,Shasta Lake,US,40.6804,-122.3708,63.32,18,57,1.01,broken clouds
383,Trunovskoye,RU,45.4878,42.1358,36.9,90,100,8.81,overcast clouds
384,Buala,SB,-8.145,159.5921,84.92,67,96,3.91,overcast clouds
385,Bilibino,RU,68.0546,166.4372,7.56,68,100,5.28,overcast clouds
386,Umm Lajj,SA,25.0213,37.2685,59.92,54,0,11.41,clear sky
387,Zheshart,RU,62.0731,49.5733,1.08,98,62,5.14,broken clouds
388,Nuevo Progreso,MX,23.1667,-97.95,73.6,63,56,1.99,broken clouds
389,Verkhnyaya Inta,RU,65.9811,60.3094,2.01,96,100,4.99,overcast clouds
390,Palmer,US,42.1584,-72.3287,19.81,64,53,1.01,broken clouds
391,Egvekinot,RU,66.3167,-179.1667,1.6,70,85,13.33,overcast clouds
392,Rio Gallegos,AR,-51.6226,-69.2181,51.85,58,20,34.52,few clouds
393,Tynda,RU,55.1667,124.7167,-20.61,95,49,4.14,scattered clouds
394,Tabory,RU,58.5198,64.5495,-5.39,100,72,2.26,broken clouds
395,Tyukalinsk,RU,55.8732,72.1967,20.8,95,99,9.71,overcast clouds
396,Korla,CN,41.7597,86.1469,21.79,56,50,1.23,scattered clouds
397,Kunda,IN,25.7167,81.5167,52.18,72,0,4.14,clear sky
398,Ereymentau,KZ,51.6199,73.1033,11.86,89,61,11.05,broken clouds
399,Tucupita,VE,9.0622,-62.051,75.7,80,96,5.3,overcast clouds
400,Bakel,SN,14.905,-12.4568,82.76,12,99,10.92,overcast clouds
401,Marsa Matruh,EG,31.3525,27.2453,55.83,67,68,15.52,broken clouds
402,Iqaluit,CA,63.7506,-68.5145,-29.31,66,93,3.0,overcast clouds
403,Ishigaki,JP,24.3448,124.1572,66.25,65,100,15.3,overcast clouds
404,Orlik,RU,52.5178,99.825,-24.95,95,32,2.39,scattered clouds
405,Mayo,US,38.8876,-76.5119,32.95,63,0,8.01,clear sky
406,Ust-Maya,RU,60.4167,134.5333,-15.74,98,100,1.1,overcast clouds
407,Charters Towers,AU,-20.1,146.2667,85.03,58,29,9.55,scattered clouds
408,Ulladulla,AU,-35.35,150.4667,88.88,54,20,3.2,few clouds
409,Tomatlan,MX,19.9333,-105.25,83.77,31,0,10.98,clear sky
410,Dharchula,IN,29.85,80.5333,42.6,67,49,5.7,scattered clouds
411,Payo,ID,-3.7508,103.6372,72.99,95,97,0.63,overcast clouds
412,Evensk,RU,61.95,159.2333,20.84,64,100,28.19,overcast clouds
413,Molde,NO,62.7375,7.1591,30.65,93,75,9.22,broken clouds
414,Marzuq,YE,14.4,46.4667,59.5,63,48,5.28,scattered clouds
415,Yulara,AU,-25.2406,130.9889,69.64,100,75,17.27,moderate rain
416,Goundi,TD,9.3627,17.366,68.83,18,68,4.12,broken clouds
417,Oksfjord,NO,70.2396,22.3479,22.12,77,100,8.66,light snow
418,Olga,RU,43.7444,135.2892,10.26,62,0,7.07,clear sky
419,Sungaipenuh,ID,-2.0833,101.3833,65.28,96,98,1.97,overcast clouds
420,Bukachacha,RU,52.9833,116.9167,-17.64,98,16,3.62,few clouds
421,Bud,US,39.447,-86.1758,36.7,71,69,7.05,broken clouds
422,Maamba,ZM,-17.3667,27.15,66.51,94,10,3.94,light rain
423,Tingo Maria,PE,-9.2895,-76.0088,70.57,97,94,1.1,overcast clouds
424,Tarata,BO,-17.6167,-66.0167,55.67,76,97,5.12,overcast clouds
425,Severo-Yeniseyskiy,RU,60.3725,93.0408,-6.9,97,93,4.12,overcast clouds
426,Bandar,ID,2.05,99.75,72.7,95,43,1.57,scattered clouds
427,Kamogawa,JP,35.1,140.1,46.13,46,71,5.19,broken clouds
428,Omboue,GA,-1.5746,9.2618,77.83,86,90,4.88,overcast clouds
429,Adrar,MR,20.5022,-10.0711,73.67,14,100,10.71,overcast clouds
430,La Peca,PE,-5.6111,-78.435,71.76,80,71,5.03,light rain
431,Cidreira,BR,-30.1811,-50.2056,73.33,85,26,3.89,scattered clouds
432,Raudeberg,NO,61.9875,5.1352,30.87,85,100,1.99,overcast clouds
433,Otradnoye,RU,59.7775,30.8181,24.85,96,100,5.1,snow
434,Seymchan,RU,62.8833,152.4333,-8.91,97,100,7.49,light snow
435,Shchelkun,RU,56.3034,60.9483,9.97,99,98,3.67,overcast clouds
436,Waddan,LY,29.1614,16.139,50.43,41,1,7.65,clear sky
437,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,67,0,8.01,clear sky
438,Whitecourt,CA,54.1502,-115.6855,3.34,82,100,7.78,overcast clouds
439,Ban Nahin,LA,18.2418,104.2122,61.3,78,64,3.78,broken clouds
440,Cayenne,GF,4.9333,-52.3333,80.1,83,40,5.01,scattered clouds
441,Kruisfontein,ZA,-34.0033,24.7314,70.88,98,99,4.63,overcast clouds
442,Westport,US,41.1415,-73.3579,26.37,65,0,1.99,clear sky
443,Kununurra,AU,-15.7667,128.7333,84.18,74,100,12.66,overcast clouds
444,Saint Anthony,US,45.0205,-93.218,28.92,75,0,8.01,clear sky
445,Minab,IR,27.1467,57.0801,66.49,65,0,3.11,clear sky
446,Faya,SA,18.3851,42.4509,51.89,83,6,5.77,clear sky
447,La Paz,BO,-16.5,-68.15,49.98,93,75,8.05,broken clouds
448,Nichinan,JP,31.6,131.3667,39.76,60,63,7.96,broken clouds
449,Hit,IQ,33.6416,42.8251,48.56,74,100,7.87,overcast clouds
450,Port Hedland,AU,-20.3167,118.5667,84.25,84,100,0.0,overcast clouds
451,Nizamabad,IN,18.6667,78.1167,63.1,28,10,0.96,clear sky
452,Pitkyaranta,RU,61.5734,31.4792,17.78,93,100,9.86,light snow
453,Auki,SB,-8.7676,160.7034,85.86,66,100,1.34,overcast clouds
454,Peniche,PT,39.3558,-9.3811,53.08,91,0,7.67,clear sky
455,Bo Rai,TH,12.5728,102.5371,83.86,92,36,0.89,scattered clouds
456,Chulucanas,PE,-5.0925,-80.1625,79.59,55,100,11.23,overcast clouds
457,Vila,PT,42.0304,-8.1588,40.08,74,2,6.35,clear sky
458,Petauke,ZM,-14.2426,31.3253,62.82,96,1,3.0,clear sky
459,Svetlyy,RU,54.675,20.1347,32.05,62,99,13.76,overcast clouds
460,Cabo San Lucas,MX,22.8909,-109.9124,76.6,60,1,4.0,clear sky
461,Petershagen,DE,52.3833,8.9667,39.11,91,100,10.36,overcast clouds
462,Puerto Cabezas,NI,14.0351,-83.3888,73.15,74,38,9.46,scattered clouds
463,Kumluca,TR,36.3703,30.2869,41.68,65,15,5.91,few clouds
464,Mastic Beach,US,40.7668,-72.8521,26.15,66,0,4.0,clear sky
465,Am Timan,TD,11.0297,20.2827,68.04,17,2,7.16,clear sky
466,Sola,VU,-13.8833,167.55,78.42,87,96,14.99,overcast clouds
467,Vanimo,PG,-2.6741,141.3028,81.05,69,100,5.19,overcast clouds
468,Barra Patuca,HN,15.8,-84.2833,72.88,69,40,5.99,scattered clouds
469,Port-Gentil,GA,-0.7193,8.7815,80.96,77,36,7.49,light rain
470,Taoudenni,ML,22.6783,-3.9836,67.66,8,68,12.66,broken clouds
471,Baykit,RU,61.67,96.37,-4.32,100,100,0.85,overcast clouds
472,Garsten,AT,47.9987,14.4035,37.8,85,100,11.48,overcast clouds
473,Khorixas,NA,-20.3667,14.9667,62.08,72,99,10.6,overcast clouds
474,Hovd,MN,48.0056,91.6419,-13.47,80,31,1.43,scattered clouds
475,Kantang,TH,7.4054,99.5156,72.41,94,41,3.31,scattered clouds
476,Madras,IN,13.0878,80.2785,75.96,84,20,0.0,mist
477,Mineros,BO,-17.1167,-63.2333,76.59,82,43,4.9,scattered clouds
478,Paralimni,CY,35.0375,33.9833,51.42,92,31,3.0,scattered clouds
479,Siyabuswa,ZA,-25.1132,29.0445,65.73,77,19,4.61,few clouds
480,Tautira,PF,-17.7333,-149.15,86.02,78,33,19.39,light rain
481,Lodja,CD,-3.4833,23.4333,69.37,98,100,3.42,overcast clouds
482,Tura,IN,25.5198,90.2201,54.81,65,25,4.99,scattered clouds
483,Skibbereen,IE,51.55,-9.2667,48.0,86,87,19.42,overcast clouds
484,Karaton,ID,-6.3424,106.1045,82.96,84,100,1.59,overcast clouds
485,Broken Hill,AU,-31.95,141.4333,78.85,61,100,9.44,light rain
486,Chifeng,CN,42.2683,118.9636,6.12,67,0,5.39,clear sky
487,Caxias,PT,38.7031,-9.2767,54.03,68,0,1.99,clear sky
488,Kota Belud,MY,6.351,116.4305,76.86,72,25,4.14,scattered clouds
489,Henties Bay,NA,-22.116,14.2845,69.85,78,100,7.07,overcast clouds
490,Maniitsoq,GL,65.4167,-52.9,7.32,87,99,10.76,light snow
491,Kwinana,AU,-32.25,115.7667,68.81,56,27,21.09,scattered clouds
492,Cortona,IT,43.2745,11.9871,40.6,88,56,4.76,broken clouds
493,Maxixe,MZ,-23.8597,35.3472,74.48,85,36,5.53,scattered clouds
494,Warrington,GB,53.3925,-2.5802,47.89,88,100,11.99,overcast clouds
495,Pamanukan,ID,-6.2842,107.8106,78.53,85,96,5.39,overcast clouds
496,Naliya,IN,23.2667,68.8333,66.85,93,0,6.29,clear sky
497,Beloha,MG,-25.1667,45.05,71.76,81,47,12.24,scattered clouds
498,Sarh,TD,9.1429,18.3923,71.01,18,53,6.11,broken clouds
499,Morgan City,US,29.6994,-91.2068,63.03,67,100,10.36,overcast clouds
500,Griffith,US,41.5284,-87.4237,31.91,67,0,4.0,clear sky
501,Lavumisa,SZ,-27.31,31.892,70.83,93,75,2.84,broken clouds
502,Moerai,PF,-22.4333,-151.3333,80.44,76,79,17.6,broken clouds
503,Pljevlja,ME,43.3333,19.3333,29.44,98,100,1.45,light snow
504,Teya,RU,60.3778,92.6267,-6.57,99,93,3.44,overcast clouds
505,Slave Lake,CA,55.2834,-114.769,-0.42,71,0,10.36,clear sky
506,Gidam,IN,18.9833,81.4,57.02,39,26,2.13,scattered clouds
507,Warrnambool,AU,-38.3833,142.4833,66.81,67,53,21.43,broken clouds
508,Khasan,RU,42.4308,130.6434,16.72,63,50,7.61,scattered clouds
509,Isangel,VU,-19.55,169.2667,78.19,90,100,10.51,overcast clouds
510,Pangody,RU,65.85,74.4859,-14.51,100,99,6.02,overcast clouds
511,Matara,LK,5.9485,80.5353,73.06,89,16,9.13,few clouds
512,Luena,AO,-11.7833,19.9167,59.49,95,96,2.95,overcast clouds
513,Namatanai,PG,-3.6667,152.4333,82.27,75,95,5.88,light rain
514,Krasnyy Chikoy,RU,50.3643,108.7512,-8.46,100,100,2.1,overcast clouds
515,Kang,BW,-23.6752,22.7876,71.91,68,90,12.95,overcast clouds
516,Torbay,CA,47.6666,-52.7314,31.75,75,100,11.5,overcast clouds
517,Gisborne,NZ,-38.6533,178.0042,77.95,58,52,13.6,broken clouds
518,Alice Town,BS,25.7167,-79.3,66.63,52,0,11.86,clear sky
519,Maldonado,UY,-34.6667,-54.9167,63.79,65,4,5.59,clear sky
520,Richards Bay,ZA,-28.783,32.0377,74.35,82,61,9.89,broken clouds
521,Kholm,RU,59.2667,32.85,21.4,96,100,5.86,light snow
522,Billings,US,45.7833,-108.5007,39.29,36,40,31.07,scattered clouds
523,Plettenberg Bay,ZA,-34.0527,23.3716,73.83,76,98,1.88,overcast clouds
524,Oranjemund,NA,-28.55,16.4333,67.12,84,0,7.65,clear sky
525,Honningsvag,NO,70.9821,25.9704,28.83,75,99,12.44,overcast clouds
526,Sobolevo,RU,54.4299,31.8996,23.67,97,100,5.88,snow
527,Shirokiy,RU,49.758,129.523,-14.51,99,16,4.65,few clouds
528,Fairbanks,US,64.8378,-147.7164,-6.39,71,0,0.0,clear sky
529,Les Cayes,HT,18.2,-73.75,74.26,81,64,7.07,broken clouds
530,Karratha,AU,-20.7377,116.8463,86.7,66,78,5.17,heavy intensity rain
531,Guasdualito,VE,7.2424,-70.7324,81.7,33,35,3.18,scattered clouds
532,Luanda,AO,-8.8368,13.2343,77.0,83,75,8.05,broken clouds
533,Misratah,LY,32.3754,15.0925,55.56,40,51,17.0,broken clouds
534,Westerland,DE,54.9079,8.3033,39.22,70,20,20.71,few clouds
535,Tulun,RU,54.5611,100.5792,-20.99,100,93,2.42,overcast clouds
536,Gatesville,US,31.4352,-97.7439,58.35,92,75,8.05,broken clouds
537,Shelburne,CA,44.0787,-80.2041,22.89,96,67,4.76,broken clouds
538,Hukuntsi,BW,-24.0,21.75,71.8,71,100,13.04,overcast clouds
539,Svetlogorsk,BY,52.6333,29.7333,24.87,94,100,11.68,overcast clouds
540,Vaitape,PF,-16.5167,-151.75,81.07,72,6,21.16,light rain
541,Chelbasskaya,RU,45.9792,39.3719,34.75,92,96,7.47,light snow
542,Dali,CN,25.7,100.1833,38.73,85,42,3.91,scattered clouds
543,Hasaki,JP,35.7333,140.8333,41.29,40,44,4.47,scattered clouds
544,Charlestown,AU,-32.95,151.6667,90.21,67,7,1.01,clear sky
545,Galesong,ID,-5.3166,119.3661,77.02,79,99,6.44,overcast clouds
546,Upernavik,GL,72.7868,-56.1549,-17.36,97,100,7.25,overcast clouds
547,Maputo,MZ,-25.9653,32.5892,77.23,86,2,1.95,clear sky
548,Antofagasta,CL,-23.65,-70.4,65.05,83,4,5.28,clear sky
549,Bastia,FR,42.6667,9.3333,54.3,37,0,13.0,clear sky
550,Ashqelon,IL,31.6693,34.5715,53.4,75,57,10.02,broken clouds
551,Zlobin,HR,45.2924,14.6541,36.7,64,20,12.66,few clouds
552,Huilong,CN,31.8111,121.655,45.03,58,92,9.22,light rain
553,Kirakira,SB,-10.4544,161.9205,84.63,73,87,3.53,overcast clouds
554,Twentynine Palms,US,34.1356,-116.0542,66.87,11,100,0.94,overcast clouds
555,Harrisonburg,US,38.4496,-78.8689,29.01,70,0,0.0,clear sky
556,Trairi,BR,-3.2778,-39.2689,78.84,76,25,9.98,scattered clouds
557,Canto Do Buriti,BR,-8.11,-42.9444,75.9,66,11,2.21,few clouds
558,Tazmalt,DZ,36.3868,4.3989,45.45,77,1,5.66,clear sky
559,Port Hawkesbury,CA,45.6169,-61.3485,20.79,78,0,3.0,clear sky
560,Puerto Escondido,MX,15.85,-97.0667,81.54,67,10,10.49,clear sky
561,Talnakh,RU,69.4865,88.3972,6.21,96,100,9.06,overcast clouds
562,Copiapo,CL,-27.3667,-70.3333,70.11,53,4,5.17,clear sky
563,Dalmatovo,RU,56.26,62.9362,-6.48,100,93,3.24,overcast clouds
564,Kashi,CN,39.4547,75.9797,27.27,39,20,8.95,few clouds
565,Berlevag,NO,70.8578,29.0864,22.1,75,70,8.21,broken clouds
566,Aksarka,RU,66.5606,67.7975,-19.68,100,87,5.64,overcast clouds
567,Bartica,GY,6.4,-58.6167,77.32,98,100,2.57,overcast clouds
568,Zelenoborsk,RU,61.4669,64.0333,-2.09,99,100,2.1,overcast clouds
569,Cabra,ES,37.4725,-4.4421,49.19,52,0,2.68,clear sky
570,Vrangel,RU,42.7297,133.0839,15.53,58,42,10.51,scattered clouds
571,Ca Mau,VN,9.1769,105.15,75.7,88,3,4.61,clear sky
572,Novoseleznevo,RU,55.6821,69.2056,19.67,96,94,8.21,overcast clouds
573,Zigong,CN,29.3416,104.7769,42.98,79,95,3.15,overcast clouds
574,Beian,NO,63.6559,9.5683,35.01,74,40,13.8,scattered clouds
575,Noyabrsk,RU,63.1994,75.4507,-2.63,100,91,8.23,overcast clouds
576,Alberton,CA,46.8168,-64.0654,15.71,78,82,11.54,broken clouds
577,Vuktyl,RU,63.8567,57.3094,-7.28,100,56,3.09,broken clouds
578,Kampot,KH,10.6167,104.1833,78.85,84,22,3.04,few clouds
579,Pathein,MM,16.7833,94.7333,60.21,73,90,3.85,overcast clouds
580,Grindavik,IS,63.8424,-22.4338,37.35,80,20,28.77,few clouds
581,Tabas,IR,33.5959,56.9244,50.2,24,98,2.15,overcast clouds
582,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,84,40,6.91,scattered clouds
583,Kasamwa,TZ,-2.85,32.4333,63.05,94,100,2.28,overcast clouds
584,Buchanan,LR,5.8808,-10.0467,76.96,88,82,2.82,broken clouds
585,Solnechnyy,RU,50.7214,136.6319,0.16,96,98,1.61,overcast clouds
586,Boffa,GN,10.1667,-14.0333,73.36,87,77,3.15,broken clouds
587,Clyde River,CA,70.4692,-68.5914,-30.77,68,100,8.05,overcast clouds
588,Kollam,IN,8.8833,76.6,78.67,84,4,5.64,clear sky
589,Susanville,US,40.4163,-120.653,46.24,41,0,5.99,clear sky
590,Ivankiv,UA,50.9386,29.8943,30.43,92,70,10.87,broken clouds
591,Letlhakane,BW,-21.4167,25.5833,72.66,65,91,13.91,overcast clouds
592,Kabalo,CD,-6.05,26.9167,65.95,99,100,0.34,overcast clouds
593,Meulaboh,ID,4.1363,96.1285,75.97,88,42,2.64,scattered clouds
594,Dalbandin,PK,28.8947,64.4101,51.49,44,0,8.08,clear sky
595,Lucapa,AO,-8.4192,20.7447,65.86,97,100,2.84,overcast clouds
596,Sochi,RU,43.6,39.7303,37.49,85,100,4.65,light rain
597,Tashtyp,RU,52.7939,89.8983,0.79,97,98,1.9,overcast clouds
598,Dunedin,NZ,-45.8742,170.5036,65.8,82,82,15.01,broken clouds
599,Luang Prabang,LA,19.8856,102.1347,60.76,94,0,0.0,clear sky
600,Novomikhaylovskiy,RU,44.2581,38.8578,42.89,77,91,11.97,overcast clouds
601,Leshukonskoye,RU,64.8989,45.7622,-0.11,99,100,3.38,overcast clouds
602,Moroni,KM,-11.7022,43.2551,79.16,80,40,3.38,scattered clouds
603,Antalaha,MG,-14.9003,50.2788,75.49,86,96,6.53,overcast clouds
604,Stornoway,GB,58.2093,-6.3865,49.96,92,75,15.01,light intensity drizzle
605,General Roca,AR,-39.0333,-67.5833,79.63,16,1,6.98,clear sky
606,Filimonovo,RU,56.2011,95.4611,-16.96,100,92,1.66,overcast clouds
607,Yuncheng,CN,35.0231,110.9928,23.14,59,20,3.44,few clouds
608,Suhbaatar,MN,50.2314,106.2078,-21.59,100,65,1.97,broken clouds
609,Camopi,GF,3.1655,-52.3158,71.69,99,83,2.37,broken clouds
610,Lusambo,CD,-4.9667,23.45,68.67,97,100,2.15,overcast clouds
611,Carutapera,BR,-1.195,-46.02,74.75,93,99,11.27,overcast clouds
612,Ust-Koksa,RU,50.2696,85.6108,12.74,98,100,0.22,light snow
613,Baffa,PK,34.4378,73.2194,43.29,62,7,5.66,clear sky
614,Tessalit,ML,20.1986,1.0114,64.18,12,50,9.28,scattered clouds
615,Rosarito,MX,32.3333,-117.0333,64.58,63,100,5.32,overcast clouds
616,Venice,US,27.0998,-82.4543,60.17,76,0,4.61,clear sky
617,Nisia Floresta,BR,-6.0911,-35.2086,79.61,81,45,5.37,scattered clouds
618,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,70.95,84,79,3.96,broken clouds
619,Gat,IL,31.61,34.7642,52.39,100,53,8.1,broken clouds
620,Tansen,NP,27.8673,83.5467,41.31,82,30,2.51,scattered clouds
621,Sassandra,CI,4.95,-6.0833,77.41,89,92,3.11,overcast clouds
622,Along,IN,28.1667,94.7667,45.73,94,78,0.81,broken clouds
623,Smithers,CA,54.7804,-127.1743,28.72,80,75,2.3,light shower snow
624,Little Rock,US,34.7465,-92.2896,59.76,49,3,4.32,clear sky
625,Shaunavon,CA,49.6501,-108.4181,4.78,91,98,29.1,light snow
626,Paita,PE,-5.0892,-81.1144,72.55,75,100,9.84,overcast clouds
627,Milas,TR,37.3164,27.7839,34.95,87,0,4.61,clear sky
628,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,82,54,14.56,broken clouds
629,Kutno,PL,52.2306,19.3641,27.75,78,93,5.77,overcast clouds
630,Gillette,US,44.2911,-105.5022,34.95,44,100,23.0,overcast clouds
631,Vicuna,CL,-30.0319,-70.7081,73.78,59,17,3.96,few clouds
632,Alamos,MX,27.0167,-108.9333,70.72,20,29,5.14,scattered clouds
633,Cheyenne,US,41.14,-104.8203,42.94,27,0,12.66,clear sky
634,Jelenia Gora,PL,50.8997,15.729,33.62,96,95,6.22,light snow
635,Polyarnyy,RU,69.1989,33.4478,-8.54,100,94,9.26,overcast clouds
636,Yokadouma,CM,3.5167,15.05,66.99,32,100,1.92,overcast clouds
637,Jaguarao,BR,-32.5661,-53.3758,66.58,60,41,13.0,scattered clouds
638,Miandrivazo,MG,-19.5167,45.4667,79.03,78,1,1.32,clear sky
639,Zapolyarnyy,RU,69.4154,30.8136,-8.32,99,17,4.43,few clouds
640,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.24,45,85,2.01,overcast clouds
641,Dakar,SN,14.6937,-17.4441,72.48,78,99,6.91,dust
642,San Jeronimo,PE,-11.9472,-75.2829,50.31,89,92,5.53,overcast clouds
643,Longavi,CL,-35.9667,-71.6833,74.07,20,0,5.41,clear sky
644,Palencia,ES,42.4167,-4.5,36.79,84,1,5.35,clear sky
645,Mitu,CO,1.1983,-70.1733,75.09,63,100,1.77,overcast clouds
646,Bacau,RO,46.5667,26.9,35.71,74,0,1.99,clear sky
647,Kochki,RU,54.3358,80.4806,8.8,97,99,8.34,overcast clouds
648,Luba,GQ,3.4568,8.5547,80.35,78,38,5.66,scattered clouds
649,Waingapu,ID,-9.6567,120.2641,82.13,75,61,16.06,broken clouds
650,Kencong,ID,-8.2833,113.3667,77.86,82,100,3.58,overcast clouds
651,Dawson Creek,CA,55.7666,-120.2362,-0.76,78,100,6.91,overcast clouds
652,Rafraf,TN,37.1904,10.1837,55.72,77,56,36.51,broken clouds
653,Arnprior,CA,45.4334,-76.3494,12.54,98,72,3.74,broken clouds
654,Kuminskiy,RU,58.6667,66.5667,-3.71,100,97,2.68,overcast clouds
655,Crotone,IT,39.0851,17.1178,50.09,83,100,16.71,overcast clouds
656,Te Anau,NZ,-45.4167,167.7167,72.43,44,92,2.15,overcast clouds
657,Nueva Gerona,CU,21.8833,-82.8,67.14,57,0,3.56,clear sky
658,Puerto Lempira,HN,15.2667,-83.7667,78.94,89,20,9.22,few clouds
659,Novyy Urengoy,RU,66.0833,76.6333,-2.09,98,100,6.35,overcast clouds
660,Belle Glade,US,26.6845,-80.6676,62.62,47,0,7.76,clear sky
661,Maba,CN,24.6841,113.5984,43.74,94,100,4.05,light rain
662,Sawankhalok,TH,17.316,99.8319,66.09,94,49,2.3,scattered clouds
663,Pasighat,IN,28.0667,95.3333,55.26,77,95,2.1,overcast clouds
664,Shirokovskiy,RU,58.8424,57.7832,2.91,99,94,3.06,overcast clouds
665,Araouane,ML,18.9048,-3.5265,69.26,10,39,11.74,scattered clouds
666,Anadyr,RU,64.75,177.4833,-5.51,90,100,6.06,overcast clouds
667,Port Keats,AU,-14.25,129.55,82.18,80,57,22.37,broken clouds
668,Pauini,BR,-7.7136,-66.9764,78.58,77,96,1.99,overcast clouds
669,Kindu,CD,-2.95,25.95,68.88,93,100,2.48,overcast clouds
670,Clarence Town,AU,-32.5833,151.7833,91.35,51,17,5.23,few clouds
671,Labytnangi,RU,66.6572,66.4183,-21.41,100,82,3.04,broken clouds
672,Alzamay,RU,55.5562,98.6644,-13.79,100,61,2.26,broken clouds
673,Nenjiang,CN,49.1833,125.2167,-17.43,100,78,0.65,broken clouds
674,Mackay,AU,-21.15,149.2,90.68,73,65,3.56,broken clouds
675,Xiongzhou,CN,25.1167,114.3,41.83,94,100,2.35,light rain
676,Hobyo,SO,5.3505,48.5268,77.13,82,38,12.93,scattered clouds
677,Havelock,US,34.8791,-76.9013,44.94,68,68,5.88,broken clouds
678,Vestmannaeyjar,IS,63.4427,-20.2734,41.72,79,90,36.44,overcast clouds
679,Aripuana,BR,-9.1667,-60.6333,71.76,97,100,2.04,overcast clouds
680,Kattivakkam,IN,13.2167,80.3167,76.06,84,43,0.2,scattered clouds
681,Mitsamiouli,KM,-11.3847,43.2844,81.09,75,42,3.71,scattered clouds
682,Batticaloa,LK,7.7102,81.6924,78.44,67,96,7.38,overcast clouds
683,Teguldet,RU,57.3064,88.1667,-3.68,99,77,3.06,broken clouds
684,Bermejo,AR,-32.8833,-68.8,82.31,44,0,2.3,clear sky
